text	sentiment
¿Qué los hace pensar que van a volver?. Señores username y al final quien pierde? Le recomiendo leer caso Ryanair	N
OsloPrometo Oslo	NEU
username Madrid TravelThursday	NEU
username Necesito hacer un reclamo por viaje de Bacelona - Madrid a Buenos Aires del dia 20/11/2017. JAMÁS atienden...  url	N
Muchas gracias y feliz año a las tripulaciones de username username username y username por haberme pe...  url	P
username Ryanair hice uno solo y perfecto. Tambien use vueling	NEU
username ¡¡¡Gracias a vosotros!!! Y a seguir cumpliendo años así de bien! 😘	P
Ryanair reclutará en España 100 nuevos tripulantes de cabina para toda Europa - Ecobolsa  url vía username	P
Me quejaba de rayanair pero los de Iberia me han metido en un avión que parece un helicóptero de lo pequeño que es... 😱😱	N
username A mí me cobraban 7500 por cancelar una conexión 🤯 Grax Iberia	N
Marca de bajo costo de Iberia llegará a Colombia	NEU
Increíble cómo me han tratado mis compañeros de Iberia	P
Italia abre expediente a Ryanair por no informar de los derechos tras una cancelación  url  url	N
Selección de 100 Tripulantes de cabina	P
Me acabo de encontrar una chocolatina de username 	N
O como para no volver a confiar en iberia?	N
username Retiren entonces a la promotora de Unicenter porque ayer me pidió los datos diciendo que seguía	N
Es curiosa la intensidad de las noticias del primer vuelo de Iberia cuando ésta fue vendida hace años. Ya no es nuestra.	N
username username username username El tongazo es la bandera esa que tienes puesta de perfil 	N
Disculpe pueden responder mis mensajes por interno username	NEU
Deseando llegar a casa aunque por ahora no sea posible. Gracias username por el overbooking. Lamentable que compañía...  url	N
username Y no sólo en la ejecutiva. En la económica de Iberia te tratan como de ejecutiva	P
username username username username username username username username...  url	NEU
Los pilotos de Ryanair en Italia suspenden la huelga  url  url	NEU
Ryanair	N
GASTRONOMÍA | Tenerife organizó una cata de vinos a 30.000 pies de altitud durante un vuelo de Iberia Express -  url	NEU
username Hola	N
Hay que decir que el tratamiento de Vueling/Iberia en estos ultimos dias ha sido TERRIBLE.  Igual lo peor que he pa...  url	N
Gracias username por hacer que no llegue a los reencuentros navideños. Rompéis maletas y no pagáis	N
username username Bueno vale pues adiós AirEuropa. Ya has pasado como última opción detrás de Ryanair	N
username Y que luego se olviden de mí en el mostrador.....	P
username llevo dos semanas llamando de la linea de colombia por un cambio y averiguar para ver si puedo subir un vue...  url	N
username Estimados:  estoy intentando hacer el check-in online para un vuelo Madrid-Buenos Aires este jueves.  Viajo...  url	NEU
La paciencia es sana consejera para evitar finales como el de esta historia Ryanair malagaconacento  url	N
Ryanair retrasa hasta 2018 la normativa que sólo permitirá llevar la maleta en cabina a quienes paguen 5 euros...  url	NEU
Ryanair ofrece a sus pilotos una subida de sueldo del 20%	P
username Pero al momento de comprar los asientos	N
username  Hola. Algún problema con la web? Llevo un rato sin poder acceder al espacio de cliente. Ni en la web ni po...  url	NEU
username El día 23 volamos a Barcelona. Después de ver las noticias sobre la huelga de Iberia	NEU
Con username	NEU
SegundaXCDO SegundaXCDO saludos desde los angeles esperando que el otro año mi iberia vuelvo de donde nunca debio bajar	N
Gracias por la broma username	N
 url 	N
Como no pueda volar esta Navidad	N
Mientras tanto username 	N
Soy experto en Ryanair pero me estoy rayando con algo: Si la bolsa de líquidos me mide 26x21 en vez de 20x20 pasa algo? 😅	N
username username Es que lo de RyanAir y Rosa Diez es una larga historia	NEU
Me parece que la valija es dos cm mas grande de lo que se puede y Ryanair se esta envaselinando la pija.	N
username username En realidad los vuelos de Vigo son a Bérgamo pero la conexión Bérgamo-Milán es muy fácil.	NEU
Otro sin escrupulos tarjetero de black	N
Hola username vamos a llevarnos bien por 12 horas... exilio work  url	N
Ryanair se desploma ante  el incremento de los costes  url Mercados	N
username Yeee muchas gracias!!!! 💛💛	P
username username Es más barato ir a Bélgica con RyanAir que a Logroño	P
username hice una prereserva hace unas horas para un vuelo	NEU
username Gracias por la respuesta. He intentado hablar con vuestros compañeros en el teléfono que aparece en el docu...  url	N
username YA QUE ESTAIS EN MADRID	N
username username username username username username username username Al final lo...  url	N
Que lindo !! En TNT HD publicidad de Iberia con musica de tango..Hola Argentina..!!! Vuelos a nuestro pais !!!! 😊😊😊😊	P
username nombre muy largo y tras acortarlo	N
username A saber si alguien recogerá esa maleta.  url	N
El azafato gaditano que revoluciona los vuelos de Ryanair regresa por Navidad  url	P
username Nos mueve la pasión por VOLAR 	P
username Wtf	NEU
username aun no pagan la cuenta del internet? cuando los Sres. Directores de iberia	N
username PARA LOS QUE SON JOVENES O TIENEN MEMORIA CORTA.	NEU
En la nueva sala vip de username	P
username El rodali que te lleva de la T2 del Prat a Sants salía a las 21:08h	N
username username username Este tema en menores no estaba prohibido? Entiendo que separen a la pareja adulta...  url	N
l6cSíLaPagamos Los trabajadores de Iberia fueron castigados por la mala gestión de gentuza como Blesa les bajaron el sueldo un 30%.	N
username Madrid	NEU
La verdad es que después del día que he tenido	P
username Con QR	NEU
Me gustaría saber porque username username  no permite facturar en su web hace días ✈️ en su página web😠	N
username me han roto una maleta en mi viaje a Argentina. Hice la reclamación pero la página no me funciona y el telé...  url	N
la compañia aerea Iberia discrimina a las personas con discapacidad visual  url	N
La estrategia de Iberia para crecer en el Perú  url	NEU
La aerolínea que más pasajeros transporta en Europa y la más segura se llama Ryanair. Es una exitosísima low-cost....  url	NEU
username es una cadorna. Abajo dijeron q SI teníamos comida. Y arriba del avión nos dicen q NO.	N
los de ryanair me han dicho que me quite los aros perrdona	N
Jajajaaj  url	P
Hoy 4D día nacional de Andalucía. Sea por Andalucía libre	NEU
username Gracias. Enviado un MD. Espero sus indicaciones. MUCHAS GRACIAS.	NEU
La huelga de pilotos de Ryanair tiene pocas repercusiones en Alemania  url Mercados	NEU
El acuerdo suscrito entre username y username de código compartido para comercialización de destinos a Canarias	P
username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM...  url	N
Felicidades username habeis superado a username  en penosidad de servicio! 👏👏 ¿Os habeis tenido que esforzar mucho?	N
username Alguna estimación sobre cuándo saldrán a la venta?	NEU
username username username username Mándame un mensaje privado con tu número y digo q te metan xq no soy el administrador	NEU
Mi propósito para el 2018 es intentar no volar con Ryanair ni una sola vez durante todo el año	N
Una vez escuché que Latinoamérica necesita un Ryanair. Los precios de las aerolíneas son exagerados.	P
username username A ver si se les cae la cara de vergüenza.  Mi último vuelo lo compré en Iberia y me salió m...  url	N
Cada vez que veo un email de username en las notificaciones  url	N
Me he tenido que pillar otro bus de zaragoza a madrid porque los de ryanair son unos trollers	N
Ryanair reconocerá también a los sindicatos del personal de cabina  url vía username	NEU
Vuelos de Madrid a Malabo con username por solo 22	NEU
username te deja 1 semana de viaje sin maletas después de varios engaños	N
username Muchas gracias! Por cierto	P
Lo que ustedes no saben es que mañana vuelvo a granada :) gracias ryanair por los vuelos jeje	N
username pues si. Y no creo que Ryanair me devuelva la pasta	N
username username ...tipo Duxford donde hay muchos aviones antiguos de las flotas britanicas. Concorde	NEU
90AniversarioIberia	N
Trato indignante del personal de cabina de username username que se creen dueños y señores del avión y tratan...  url	N
No fotis! Ui ui ui a què ens treuen fins i tot Ryanair o Vueling! A volar con helicóptero a ver si tenéis pelotas!  url	N
Ryanair apuntala sus rutas en el Reino Unido ante el 'Brexit' con una licencia de operador en el país  url vía username	P
•NUEVAS•	NEU
Escapándome el fin de semana con username rumbo a Lisboa  url	NEU
note8abordo gracias a Samsung e Iberia!  url	NEU
username Melilla es una muy buena opcion para visitar	P
Ryanair ofrece 100.000 billetes desde 10 euros ;)...  url	P
Hola username ! Los vuelos intercontinentales en turista incluyen algún tipo de comida o solamente si seleccionas me...  url	NEU
Me imagino que irías en ese avión username  url	NEU
Así se bajó un pasajero de RyanAir harto de esperar para desembarcar  url  url	N
Ryanair se desploma en bolsa ante el incremento de los costes  url	N
username Hasta el tendero de la tienda de la esquina me habría tratado mil veces mejor SOLO HACE FALTA SER PROFESIONAL	N
username username Para modificar el nombre de un pasajero de una reserva congelada ¿Cómo lo hago? HELP!!!!	NEU
Así fue el accidente del vuelo 5022 de Spanair	N
username Intenté comprar un billete por tlf ayer con avios con el decuento de residente... y me querían cobrar una t...  url	N
Con username	P
username I'm pretty sure that's the problem. Y me cierra la incidencia. Pues si estás pretty sure	N
Porque? Pq los vuelos de Ryanair la gente es mas ruidosa y maleducada? Pprque gritan? Pq se quitan los zapatos? Pq...  url	N
username username username A los que van a Cádiz el 3 les coje ya	NEU
username username username username San Google me concreta datos. Diciembre 2016 en El Prat 🙂🛫	P
Convocada una huelga del personal de tierra de Ryanair para el próximo 30 de diciembre  url	N
Con username	NEU
Hoy se cumple el 90 aniversario del primer vuelo de Iberia. A las 9.30 del 14 de diciembre de 1927 un avión Rohrbac...  url	N
username Hola.. estoyu intentando ingrear (en la web) una reclamación	N
username RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM...  url	N
Desde luego el trato a los clientes es impecable username 	N
username username Mis viejos llegaron a mad en el de Iberia. Aborto despegue por falla en un motor. Arre...  url	NEU
Si kieres1vuelo rápido no elijas username tdo l equipaje dmano nbodega	N
username username username necesito una respuesta a mi reserva	NEU
username username username username username También lo hace Iberia express. Yo ya lo he sufrido este pasa...  url	N
username Madrid TravelThursday	N
90 años pasan volando	P
username Para no volar ni un avión de papel llamado Iberia	N
username username Es la tercera campaña publicitaria que decidís ampliar el número de Avios username  y que no recib...  url	N
username mi sobrina tiene 4 días esperando maleta en Barcelona y nadie puede dar status . Quien nos puede ayudar? username username	N
username investiga la baja de Barcelona x AA y mira  como Iberia aumentó  la frecuencia  a Argentina x favor !!	N
Vuelo de vuelta a Madrid con Ryanair... Espero que no me vea nadie... 🤭🤫	NEU
username Realicé compra de boletos usando mi No. Iberia Plus	NEU
Los que se ofenden por algo que dice username son los mismos de las curvas de los rallyes	NEU
username username más factible para los festivos de mayo.	NEU
Lo mejor que me dejó el Iberia es a todas mis amistades ❤	P
username FAVOR COMPARTIR. QUE PASA CON IBERIA QUE COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER...  url	N
Con username	NEU
Unos cuantos meses y empiezo a facturar con Iberia❤💸🛫	N
username gracias. he conseguido comprar por la app del móvil.	P
username username Estoy etiquetando todos los tweets relacionados con el vuelo de username AMS - MAD con el hashtag...  url	N
username No Milan 😔 TravelThursday	N
Aeropuerto de Asturias. Vuelo Asturias Madrid username. Grupo 1 maleta a bodega sin más. Señores	N
Grotesca experiencia con username esta mañana para comprar un vuelo. Al principio	N
username username Nada	P
username Espero que digas lo mismo cuando viajas con Ryanair ;)	NEU
El 'Black Friday' llega a Ryanair: descuentos del 15% en billetes y del 20% en la facturación de maletas  url	NEU
